start,end,q,old_bound,c_bound,old_margin,shell,shell_margin,combined_margin,total_base_candidates,total_critical_roots,total_candidates,shell_base_candidates,shell_midpoint_candidates,shell_total_candidates,shell_monotonicity_certificate
1350000,1360000,0.95,1.0868350707351013,1.632793541703644,0.4643187938833604,0.1683385001611313,0.031661499838868706,0.49598029372222907,50093,0,50093,10001,0,10001,piecewise decreasing between activation/floor endpoints
1360000,1370000,0.95,1.5593535277365551,1.9104205699088253,0.25554601367682883,0.20965654404818784,-0.009656544048187832,0.245889469628641,50164,0,50164,10001,0,10001,piecewise decreasing between activation/floor endpoints
1370000,1380000,0.95,1.291332267170368,1.6769521468367312,0.30177227232452664,0.1654686890094322,0.034531310990567804,0.33630358331509447,50413,0,50413,10001,0,10001,piecewise decreasing between activation/floor endpoints
1380000,1390000,0.95,1.2295680513970932,1.4677266011596937,0.16477221970461575,0.13604471513175187,0.06395528486824814,0.2287275045728639,50363,0,50363,10001,0,10001,piecewise decreasing between activation/floor endpoints
1390000,1400000,0.95,1.3840831362397759,1.7348035679635552,0.2639802533256015,0.19291717243221418,0.007082827567785832,0.2710630808933873,50313,0,50313,10001,0,10001,piecewise decreasing between activation/floor endpoints
1400000,1410000,0.95,1.0460723022590523,1.457113806339192,0.3381858137631799,0.15452188107535753,0.045478118924642486,0.3836639326878224,50550,0,50550,10001,0,10001,piecewise decreasing between activation/floor endpoints
1410000,1420000,0.95,1.3308301594322438,1.7816418772525764,0.3617296239577037,0.18157696019918784,0.01842303980081217,0.38015266375851586,50604,0,50604,10001,0,10001,piecewise decreasing between activation/floor endpoints
1420000,1430000,0.95,1.2570700573249225,1.698693854559983,0.35668910450706126,0.1714469702308912,0.028553029769108812,0.38524213427617005,50546,0,50546,10001,0,10001,piecewise decreasing between activation/floor endpoints
1430000,1440000,0.95,1.4880250030284525,1.8226754493337438,0.2435166738386041,0.190519368578847,0.009480631421153018,0.2529973052597571,50763,0,50763,10001,0,10001,piecewise decreasing between activation/floor endpoints
1440000,1450000,0.95,1.6154846198196269,2.1213565967068515,0.39980414705188205,0.21375682244480634,-0.013756822444806333,0.3860473246070757,50938,0,50938,10001,0,10001,piecewise decreasing between activation/floor endpoints
1450000,1460000,0.95,1.254915199796333,1.5116356092293324,0.18113862897153266,0.17171464629294092,0.02828535370705909,0.20942398267859175,51064,0,51064,10001,0,10001,piecewise decreasing between activation/floor endpoints
1460000,1470000,0.95,1.142801620405802,1.45990861908675,0.24411156772661058,0.14686160485890534,0.05313839514109467,0.2972499628677052,51224,0,51224,10001,0,10001,piecewise decreasing between activation/floor endpoints
1470000,1480000,0.95,1.4956003906440416,1.7346428646082257,0.15231033073377276,0.1989001280419564,0.001099871958043619,0.15341020269181638,51410,0,51410,10001,0,10001,piecewise decreasing between activation/floor endpoints
1480000,1490000,0.95,1.200957850050398,1.5572832910716998,0.2784612764677168,0.159700947911803,0.04029905208819701,0.3187603285559138,51716,0,51716,10001,0,10001,piecewise decreasing between activation/floor endpoints
1490000,1500000,0.95,1.2239551370821415,1.4842187001638827,0.18605262807354706,0.14119145834651636,0.05880854165348365,0.2448611697270307,52080,0,52080,10001,0,10001,piecewise decreasing between activation/floor endpoints
