start,end,q,old_bound,c_bound,old_margin,shell,shell_margin,combined_margin
1200000,1210000,0.91,1.313515001500999,1.889807179776733,0.4062095320958281,0.17782751443138634,0.022172485568613676,0.4283820176644418
1210000,1220000,0.91,1.0085866508000596,1.298403960512291,0.17296095326612515,0.14583364743743535,0.05416635256256466,0.2271273058286898
1220000,1230000,0.91,1.1864065729144313,1.3661356606303157,0.056776878259156005,0.1658611188469756,0.03413888115302441,0.09091575941218041
1230000,1240000,0.91,1.6590316642728682,2.072574246442753,0.22701089999003687,0.22763985348092128,-0.027639853480921267,0.1993710465091156
1240000,1250000,0.91,1.3410452574098017,1.602654584208337,0.11737041421978511,0.1841514512444207,0.01584854875557931,0.13321896297536442
1250000,1260000,0.91,1.208350773790645,1.5404094088396998,0.19342178825348189,0.15335650938812154,0.046643490611878474,0.24006527886536036
1260000,1270000,0.91,1.215984087192805,1.5787712281633728,0.22069773043586438,0.16968023757722275,0.030319762422777258,0.2510174928586416
1270000,1280000,0.91,1.4730093035958836,1.939057976488842,0.29153345500896277,0.19159583351251186,0.008404166487488152,0.2999376214964509
1280000,1290000,0.91,1.2372378438014449,1.5212863562562489,0.14713274039174173,0.15518611797029025,0.04481388202970976,0.1919466224214515
1290000,1300000,0.91,1.0814704916922955,1.3970265000564348,0.18982362335906022,0.14502281626101887,0.05497718373898114,0.24480080709804136
