start,end,q,old_bound,c_bound,old_margin,shell,shell_margin,combined_margin
1000000,1010000,0.9,1.2986126175335024,1.7799128156066808,0.30330891651251024,0.16478532657149966,0.03521467342850035,0.3385235899410106
1010000,1020000,0.9,1.2656775935562476,1.6405790661209443,0.21084356595260223,0.1698910907504115,0.030108909249588506,0.24095247520219074
1020000,1030000,0.9,1.4541484917065184,1.7113885926909431,0.0861012417153304,0.1945532618827857,0.0054467381172143,0.0915479798325447
1030000,1040000,0.9,1.182149448782734,1.6029564617069416,0.2605113667535135,0.1656793534333219,0.034320646566678104,0.2948320133201916
1040000,1050000,0.9,1.267649108200633,1.7051853764491225,0.26701773060357725,0.18883549521740134,0.011164504782598672,0.2781822353861759
1050000,1060000,0.9,1.5851214767594004,2.0626564693118543,0.2712693456212685,0.21572291518512424,-0.015722915185124225,0.2555464304361442
1060000,1070000,0.9,1.2400307497388412,1.5256959262324972,0.1330955838704062,0.16075467264645943,0.03924532735354058,0.1723409112239468
1070000,1080000,0.9,1.2149772287071705,1.4856910574736752,0.12214472301913726,0.16427597105140934,0.03572402894859067,0.15786875196772793
1080000,1090000,0.9,1.525939177494276,1.6943405675245813,-0.001032666722152964,0.1949747413560147,0.005025258643985314,0.00399259192183235
1090000,1100000,0.9,1.2330482614462739,1.6543440982687232,0.255861426995577,0.17989494324188116,0.020105056758118856,0.27596648375369587
