start,end,q,old_bound,c_bound,old_margin,shell,shell_margin,combined_margin,total_base_candidates,total_critical_roots,total_candidates,shell_base_candidates,shell_midpoint_candidates,shell_total_candidates,shell_monotonicity_certificate
1080000,1090000,0.91,1.525939177494276,1.6943405675245813,0.01591073895309303,0.1949747413560147,0.005025258643985314,0.020935997597078343,46392,0,46392,10001,0,10001,piecewise decreasing between activation/floor endpoints
